SK_ID_CURR,EXT_SOURCE_2,EXT_SOURCE_3,CREDIT_TO_ANNUITY_RATIO,DAYS_BIRTH,PROPORTION_LIFE_EMPLOYED,CREDIT_TO_ANNUITY_RATIO_BY_AGE,DAYS_ID_PUBLISH,DAYS_REGISTRATION,DAYS_EMPLOYED,DAYS_LAST_PHONE_CHANGE,INCOME_TO_ANNUITY_RATIO_BY_AGE,AMT_ANNUITY,INCOME_TO_ANNUITY_RATIO,INCOME_TO_CREDIT_RATIO,AMT_CREDIT,REGION_POPULATION_RELATIVE,AMT_GOODS_PRICE,INCOME_TO_FAMILYSIZE_RATIO,AMT_INCOME_TOTAL,HOUR_APPR_PROCESS_START,AMT_REQ_CREDIT_BUREAU_YEAR,OBS_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,CNT_FAM_MEMBERS,AMT_REQ_CREDIT_BUREAU_QRT
307584,0.4609821376148402,0.5108556388496169,20.0,-9528,0.03841309823677582,-190560.0,-458,-9491.0,-366.0,-701.0,-67256.47058823529,19125.0,7.0588235294117645,0.35294117647058826,382500.0,0.032561,382500.0,67500.0,135000.0,19,1.8999537571385068,4.0,4.0,2.0,0.26547538037573265
165092,0.6003962241937688,0.6430255641096323,20.0,-20018,0.26960735338195624,-400360.0,-3545,-7814.0,-5397.0,-2372.0,-200180.0,9000.0,10.0,0.5,180000.0,0.031329,180000.0,45000.0,90000.0,9,5.0,1.0,1.0,2.0,0.0
208295,0.7143149877670513,0.5814837058057234,12.89237668161435,-22178,0.6992966002344666,-285927.13004484307,-4141,-5016.0,-15509.0,-603.0,-134971.8129404228,56196.0,6.085842408712362,0.4720496894409938,724500.0,0.04622,724500.0,171000.0,342000.0,11,2.0,5.0,5.0,2.0,0.0
167942,0.5997769790693952,0.5108556388496169,18.94657067070861,-17320,0.3229792147806005,-328154.604016673,-854,-2072.0,-5594.0,-1015.0,-164077.3020083365,11875.5,9.473285335354301,0.5,225000.0,0.01885,225000.0,56250.0,112500.0,11,1.8999537571385068,5.0,5.0,2.0,0.26547538037573265
361593,0.6483406157484601,0.5064842396679806,28.7686996547756,-14450,0.2477508650519031,-415707.71001150727,-5190,-2861.0,-3580.0,-1593.0,-41570.77100115074,62568.0,2.87686996547756,0.1,1800000.0,0.006670999999999999,1800000.0,60000.0,180000.0,16,0.0,0.0,0.0,3.0,1.0
172086,0.5543891765417489,0.5108556388496169,30.796201945345068,-13067,0.01767812045611081,-402413.97081982397,-1120,-13037.0,-231.0,-1220.0,-124072.95044001855,19431.0,9.4951366373321,0.3083216772699243,598401.0,0.018029,499500.0,46125.0,184500.0,11,1.8999537571385068,2.0,2.0,4.0,0.26547538037573265
380343,0.6491777563263073,0.2707073872651806,12.591304347826087,-15581,0.012001797060522429,-196185.11304347825,-1102,-7438.0,-187.0,-452.0,-33871.739130434784,24840.0,2.1739130434782608,0.17265193370165746,312768.0,0.018029,270000.0,18000.0,54000.0,13,0.0,0.0,0.0,3.0,1.0
359756,0.251596941063024,0.6594055320683344,9.4,-10864,0.030283505154639175,-102121.6,-3533,-1247.0,-329.0,0.0,-48500.0,50400.0,4.464285714285714,0.4749240121580547,473760.0,0.020246,450000.0,112500.0,225000.0,9,2.0,0.0,0.0,2.0,0.0
400730,0.6800500398526071,0.5108556388496169,20.0,-11489,0.13813212638175645,-229780.0,-3814,-5600.0,-1587.0,0.0,-114890.0,13500.0,10.0,0.5,270000.0,0.010643000000000001,270000.0,45000.0,135000.0,11,1.0,0.0,0.0,3.0,0.0
224970,0.6653234654984913,0.11987796089553485,37.68085552526736,-9977,0.20757742808459456,-375941.8955755924,-2185,-3017.0,-2071.0,-635.0,-62761.585237995394,21460.5,6.290626965820928,0.1669449081803005,808650.0,0.011703,675000.0,67500.0,135000.0,15,1.0,0.0,0.0,2.0,0.0
388333,0.6958396722560182,0.2778856891082046,22.365264672956986,-22243,0.10718678421586317,-497470.58212058217,-4438,-36.0,-2384.155641313444,-1363.0,-88929.31392931392,56277.0,3.9980809211578436,0.1787629603146228,1258650.0,0.006207,1125000.0,112500.0,225000.0,15,1.0,0.0,0.0,2.0,0.0
148527,0.5184715804338225,0.5108556388496169,28.109111846840364,-13233,0.057658883095292074,-371967.8770692385,-2244,-5328.0,-763.0,-170.0,-62860.083489275945,31261.5,4.7502519072981135,0.16899331196165387,878733.0,0.002042,733500.0,74250.0,148500.0,10,1.8999537571385068,2.0,2.0,2.0,0.26547538037573265
243120,0.5935725624573962,0.3344541255096772,30.86674528301887,-14047,0.015946465437459957,-433585.170990566,-4636,-314.0,-224.0,-1125.0,-72471.25589622643,30528.0,5.159198113207547,0.16714422158548234,942300.0,0.030755,675000.0,52500.0,157500.0,13,2.0,2.0,2.0,3.0,0.0
179962,0.6017909703500439,0.7136313997323308,20.61209964412811,-17317,0.07201016342322572,-356939.7295373665,-861,-8802.0,-1247.0,-563.0,-56490.80664294188,15174.0,3.262158956109134,0.15826427255985268,312768.0,0.01885,270000.0,16500.0,49500.0,10,0.0,0.0,0.0,3.0,0.0
179345,0.4754534035590896,0.30620229831350426,28.109627547435004,-14975,0.15318864774624374,-420941.67252283904,-3942,-3829.0,-2294.0,0.0,-252565.00351370344,32017.5,16.865776528460998,0.6,900000.0,0.014519999999999996,900000.0,270000.0,540000.0,11,2.0,0.0,0.0,2.0,0.0
336021,0.7676194615825696,0.5424451438613613,34.19972640218878,-15529,0.03741387082233241,-531087.5512995896,-4220,-9078.0,-581.0,-382.0,-66385.9439124487,26316.0,4.2749658002735975,0.125,900000.0,0.01885,900000.0,37500.0,112500.0,13,1.0,0.0,0.0,3.0,0.0
269340,0.5324405417535923,0.5108556388496169,18.207377557346557,-20458,0.009433962264150943,-372486.530068196,-3770,-9973.0,-193.0,-1751.0,-110977.99132052076,58068.0,5.4246745195288275,0.297938267191038,1057266.0,0.020713,945000.0,157500.0,315000.0,8,1.8999537571385068,5.0,5.0,2.0,0.26547538037573265
329961,0.6550711276284358,0.6496203111237195,34.20351390922401,-19293,0.3203752656403877,-659888.3938506589,-2779,-7660.0,-6181.0,-457.0,-123582.5402635432,24588.0,6.405563689604684,0.18727794186892685,840996.0,0.035792000000000004,702000.0,78750.0,157500.0,11,1.0,0.0,0.0,2.0,0.0
421582,0.5254119675464457,0.5280927512030451,14.32395889670092,-23598,0.015001271294177472,-338016.7820443483,-4112,-12965.0,-354.0,-347.0,-117415.68415359654,41602.5,4.975662520281233,0.3473664338304701,595912.5,0.010643000000000001,562500.0,103500.0,207000.0,18,0.0,0.0,0.0,2.0,0.0
235343,0.6764758434616989,0.4740512892789932,17.846519928613922,-20803,0.11460633761060635,-371261.1540749554,-4357,-6988.0,-2384.155641313444,0.0,-99002.97441998812,37822.5,4.759071980963712,0.26666666666666666,675000.0,0.026392000000000002,675000.0,180000.0,180000.0,11,0.0,2.0,2.0,1.0,0.0
358227,0.6431883471617131,0.6832688314232291,20.64387878787879,-14435,0.15254589539314167,-297994.3903030303,-2955,-1207.0,-2202.0,-849.0,-104981.81818181818,18562.5,7.272727272727272,0.35229461224106345,383202.0,0.0038130000000000004,274500.0,45000.0,135000.0,9,1.0,2.0,2.0,3.0,0.0
186525,0.5623266439088529,0.4206109640437848,20.0,-13026,0.048211269768156,-260520.0,-2916,-1466.0,-628.0,-1773.0,-108550.0,13500.0,8.333333333333334,0.4166666666666667,270000.0,0.019688999999999998,270000.0,56250.0,112500.0,13,2.0,0.0,0.0,2.0,2.0
174857,0.4644506091347046,0.7194907850918436,18.724448078495506,-15888,0.336039778449144,-297494.0310711365,-3950,-9360.0,-5339.0,-2546.0,-71450.53147996729,55035.0,4.4971381847914955,0.2401746724890829,1030500.0,0.018209,1030500.0,123750.0,247500.0,11,1.0,0.0,0.0,2.0,3.0
100793,0.2686153782013518,0.6894791426446275,30.844490216271893,-13037,0.05415356293625834,-402119.6189495366,-1149,-2921.0,-706.0,-2431.0,-62656.36800549263,26217.0,4.806041881222108,0.15581524763494714,808650.0,0.018634,675000.0,63000.0,126000.0,10,2.0,2.0,2.0,2.0,0.0
391619,0.4398741108422412,0.6195277080511546,25.28985507246377,-18279,0.057771212867224676,-462273.2608695653,-1836,-934.0,-1056.0,0.0,-165570.65217391305,12420.0,9.057971014492754,0.35816618911174786,314100.0,0.035792000000000004,225000.0,112500.0,112500.0,11,0.0,0.0,0.0,1.0,0.0
319004,0.4119925633900024,0.6577838002083306,18.90915468256752,-14558,0.20634702569034208,-275279.473868818,-4694,-4222.0,-3004.0,-237.0,-178719.74745703264,12829.5,12.27639424763241,0.6492301984789464,242595.0,0.016612000000000002,202500.0,52500.0,157500.0,17,2.0,0.0,0.0,3.0,0.0
371369,0.28566577510286706,0.7713615919194317,17.83442265795207,-11835,0.297084917617237,-211070.3921568628,-2568,-5079.0,-3516.0,0.0,-46411.764705882364,30982.5,3.92156862745098,0.2198876129978012,552555.0,0.008068,477000.0,40500.0,121500.0,11,1.0,1.0,1.0,3.0,0.0
249009,0.6248790107959193,0.4170996682522097,20.0,-15471,0.4458664598280654,-309420.0,-4170,-6654.0,-6898.0,-1793.0,-154710.0,45000.0,10.0,0.5,900000.0,0.007273999999999998,900000.0,112500.0,450000.0,10,1.0,0.0,0.0,4.0,2.0
429361,0.4145748535903421,0.5108556388496169,9.287925696594428,-15060,0.007835325365205844,-139876.16099071212,-1884,-2038.0,-118.0,-376.0,-186501.54798761613,7267.5,12.383900928792567,1.3333333333333333,67500.0,0.010556,67500.0,45000.0,90000.0,17,1.0,0.0,0.0,2.0,2.0
366800,0.5796749384493823,0.6127042441012546,20.0,-18364,0.046776301459377036,-367280.0,-1917,-6902.0,-859.0,-263.0,-122426.66666666669,10125.0,6.666666666666668,0.3333333333333333,202500.0,0.010966,202500.0,33750.0,67500.0,11,1.0,0.0,0.0,2.0,0.0
179224,0.2007754035972499,0.5762088360175724,25.076804322655345,-20495,0.15340326909002194,-513949.1045928213,-4052,-8560.0,-3144.0,-2440.0,-83055.76997298341,23319.0,4.052489386337322,0.16160310277957338,584766.0,0.010966,472500.0,47250.0,94500.0,10,4.0,4.0,4.0,2.0,0.0
270909,0.5143907759807731,0.2340151665320674,20.0,-19186,0.15443552590430526,-383720.0,-2749,-8532.0,-2963.0,-793.0,-255813.33333333328,10125.0,13.333333333333336,0.6666666666666666,202500.0,0.025164,202500.0,67500.0,135000.0,11,5.0,0.0,0.0,2.0,0.0
227842,0.5939417893810175,0.2103502286944494,20.0,-17065,0.09422795194843246,-341300.0,-588,-1745.0,-1608.0,-181.0,-170650.0,13500.0,10.0,0.5,270000.0,0.019101,270000.0,67500.0,135000.0,17,0.0,1.0,1.0,2.0,0.0
333082,0.6637635186770858,0.7180328113294772,19.51092611862643,-17486,0.016241564680315682,-341168.0541103017,-1034,-8672.0,-284.0,-2653.0,-72782.5182101977,34596.0,4.162330905306972,0.21333333333333326,675000.0,0.030755,675000.0,144000.0,144000.0,11,3.0,5.0,5.0,1.0,0.0
442163,0.27932765833289186,0.7091891096653581,22.70423950170785,-18731,0.570978591639528,-425273.11010648985,-2264,-3029.0,-10695.0,-1316.0,-82797.26743017882,22396.5,4.420333534257585,0.1946919884246764,508495.5,0.025164,454500.0,49500.0,99000.0,9,1.0,1.0,1.0,2.0,0.0
272011,3.4854768281501184e-05,0.2851799046358216,10.866898148148149,-11612,0.15139510850843954,-126186.4212962963,-2902,-4897.0,-1758.0,-20.0,-67199.07407407407,38880.0,5.787037037037037,0.5325380764724678,422505.0,0.019101,391500.0,225000.0,225000.0,14,0.0,0.0,0.0,1.0,0.0
357860,0.6324137791449503,0.5971924268337128,16.480295916915633,-22806,0.10454071916659843,-375849.628681178,-498,-5835.0,-2384.155641313444,-1785.0,-162227.91293213828,31630.5,7.113387395077536,0.4316298342541437,521280.0,0.0060079999999999995,450000.0,225000.0,225000.0,11,3.0,0.0,0.0,1.0,0.0
150402,0.5685166024481052,0.4794489811780563,19.410369901991785,-22522,0.10585896640233744,-437160.3509326588,-4749,-6273.0,-2384.155641313444,-758.0,-178011.38159974708,14233.5,7.903888713246918,0.40719928332926136,276277.5,0.014464,238500.0,112500.0,112500.0,5,5.0,0.0,0.0,1.0,0.0
367912,0.31225263132171394,0.7407990879702335,10.059592263460534,-18971,0.06536292235517369,-190840.52483010985,-2520,-3062.0,-1240.0,-1673.0,-115696.98553755008,25825.5,6.098623453563339,0.606249566964595,259794.0,0.031329,229500.0,78750.0,157500.0,16,6.0,0.0,0.0,2.0,0.0
168637,0.7700678592688913,0.7076993447402619,10.264832683227263,-23731,0.4249715561923223,-243594.74440566625,-4284,-2148.0,-10085.0,-1694.0,-87694.10798603983,21919.5,3.695339765961815,0.36,225000.0,0.022625,225000.0,40500.0,81000.0,12,0.0,4.0,4.0,2.0,0.0
120672,0.6364255251601356,0.3962195720630885,20.0,-16072,0.03191886510701842,-321440.0,-4273,-1163.0,-513.0,-2474.0,-160720.0,13500.0,10.0,0.5,270000.0,0.015221,270000.0,33750.0,135000.0,13,2.0,0.0,0.0,4.0,0.0
269828,0.3974530381262976,0.5226973172821112,26.983873543030487,-12001,0.010915757020248313,-323833.466389909,-4018,-1605.0,-131.0,-7.0,-49820.533290755215,28183.5,4.15136516046623,0.15384615384615385,760500.0,0.015221,760500.0,58500.0,117000.0,17,0.0,0.0,0.0,2.0,0.0
155415,0.17592012587243805,0.5108556388496169,20.67685269899361,-10263,0.2820812627886583,-212206.53924977127,-853,-3638.0,-2895.0,-189.0,-46948.764867337595,24592.5,4.574565416285453,0.2212408959371322,508495.5,0.035792000000000004,454500.0,56250.0,112500.0,14,1.8999537571385068,2.0,2.0,2.0,0.26547538037573265
407259,0.7494544152872933,0.7366226976503176,20.0,-20037,0.26081748764785145,-400740.0,-2940,-6233.0,-5226.0,-464.0,-133580.0,13500.0,6.666666666666668,0.3333333333333333,270000.0,0.006296,270000.0,45000.0,90000.0,9,2.0,0.0,0.0,2.0,1.0
371893,0.4837490620125686,0.5108556388496169,20.0,-17833,0.09387091347501822,-356660.0,-1358,-2894.0,-1674.0,-532.0,-208051.66666666663,13500.0,11.666666666666664,0.5833333333333334,270000.0,0.020713,270000.0,78750.0,157500.0,7,2.0,0.0,0.0,2.0,0.0
275266,0.5730970245348485,0.7490217048463391,15.452223690004404,-14113,0.19159640048182527,-218077.2329370321,-4453,-3347.0,-2704.0,-1639.0,-130503.30250990752,10219.5,9.247027741083222,0.5984269919069873,157914.0,0.019101,139500.0,31500.0,94500.0,9,2.0,0.0,0.0,3.0,0.0
359668,0.6763083158241175,0.4902575124990026,34.063121978959344,-21325,0.11180096793966912,-726396.0762013078,-984,-679.0,-2384.155641313444,-554.0,-181902.1893659368,31653.0,8.529997156667612,0.25041736227045075,1078200.0,0.030755,900000.0,270000.0,270000.0,16,1.0,0.0,0.0,1.0,0.0
229544,0.6234170030944411,0.29859498978739724,20.46618705035971,-11362,0.32415067769758843,-232536.81726618702,-3753,-3991.0,-3683.0,-1225.0,-81741.0071942446,28147.5,7.1942446043165456,0.3515185601799775,576072.0,0.00733,405000.0,67500.0,202500.0,10,0.0,0.0,0.0,3.0,0.0
377556,0.5455728317522018,0.6722428897082422,14.784220280646016,-15796,0.04228918713598378,-233531.54355308448,-1285,-7647.0,-668.0,-317.0,-146375.43023563677,16996.5,9.266613714588296,0.6267908309455588,251280.0,0.008019,180000.0,78750.0,157500.0,15,2.0,1.0,1.0,2.0,0.0
192569,0.688712485090889,0.7826078370261895,36.280502634779076,-20881,0.6658206024615679,-757573.175516822,-4422,-4016.0,-13903.0,-1458.0,-104955.16822051074,55507.5,5.026347790839076,0.13854129424383269,2013840.0,0.007114,1800000.0,139500.0,279000.0,15,1.0,6.0,6.0,2.0,0.0
